#{"t_start": 1686911142.7679243, "env_id": null}
r,l,t,Typ1,Typ2,Typ3,Typ4,Typ5,Warteschlangen,Auslastung
-115.026999,365,26.90932,2523.5183728324005,3592.616156187384,5006.914743447827,5335.874108628533,3938.850391912241,10.45286103542236,0.33978201634877364
-117.541719,350,53.087461,6553.357946940846,5945.623146604581,10448.416515355711,8310.90952254816,5949.490249691926,12.909090909090922,0.3724431818181818
-111.873091,357,81.102721,5091.225468659369,5495.645764510571,6241.052975102695,7616.056036815269,5065.621982197615,10.922562674094706,0.3359331476323123
-120.258089,358,108.263395,4018.6724263140254,5874.740517250683,6275.431725251327,8034.417997983831,5129.145371283811,12.016388888888887,0.3549999999999999
-112.355848,358,136.729359,5552.588841500521,5524.434923519067,8907.256911848453,7104.368035784065,5077.691977634748,14.370555555555574,0.3250000000000001
-181.001058,340,163.564221,4242.312849191019,6344.651612956888,7254.484565493531,8818.488953328208,6381.437729722296,11.547368421052683,0.4143274853801168
-140.768488,343,192.994412,2449.7389139405423,6400.942491678935,5856.964511944104,6933.191611906649,5358.711629155186,11.170144927536244,0.384347826086957
-129.618217,343,220.845512,5169.9711875436205,7555.316806322274,8293.746787825612,8614.4154511547,7809.432886723845,10.910434782608736,0.39188405797101444
-296.023261,340,259.655823,0.0,5145.139793740037,9183.207726204777,9211.693301718338,0.0,12.98713450292406,0.5172514619883047
-346.670011,352,292.951722,0.0,0.0,9677.375345433678,7803.551958930319,0.0,16.083898305084787,0.4635593220338997
-132.319528,342,317.551268,3359.0190640936185,6063.166353068931,6729.237397026519,8618.756175767547,6400.87851583816,11.369476744186075,0.3732558139534883
-146.679756,342,342.325717,5733.039839522186,6841.523330568178,7453.232540404988,8888.339384710425,6927.336203578887,11.376162790697702,0.3764534883720931
-138.262763,352,371.77477,3545.1967505738558,5331.730461986056,5636.049066243795,6484.642656099738,3868.3925977453796,11.11723163841808,0.3440677966101695
-99.554769,343,399.635902,4518.217220138013,4326.363548420857,6251.750787139043,5028.8467844622555,4213.5553978316,12.158550724637694,0.29420289855072473
-127.791533,355,428.298281,4252.491352129016,5806.307781334582,6275.187388006464,7363.234399441878,6221.784099881861,11.0201680672269,0.36414565826330547
-111.266736,359,457.276706,6925.302179345644,5226.173479102383,8846.546617539105,6180.3280991848,6936.969526179965,16.035457063711895,0.3263157894736844
-83.539784,348,485.481007,3583.2847390735556,3584.7309575851773,5326.957831300547,5171.525006157234,4351.746957915156,9.708285714285722,0.3208571428571426
-96.478652,344,513.090462,5315.84813866595,6476.621609556062,8261.095320129183,7194.118795998198,5872.625393321699,11.536127167630063,0.35578034682080917
-240.307021,303,552.721602,2543.7951632043155,1137.2886155229519,6480.806241845778,3409.728082886713,0.0,6.999999999999984,0.5373770491803284
-200.820204,304,581.321376,5409.289479311119,2072.2397783051365,7181.097249306358,4566.264767493967,0.0,10.89444444444447,0.5320261437908506
-100.675619,352,626.815648,5134.218930192036,4777.59164583301,7458.804568785102,6429.622575548078,4443.778546023358,12.148870056497175,0.3118644067796611
-107.438021,356,654.460451,3669.258645325658,4768.75101885472,4903.844531396201,6711.754005455162,5331.922713701601,11.110893854748598,0.3162011173184357
-107.081283,349,681.745106,5141.398316431355,4407.181148855232,7981.600995475301,6425.138286790858,4736.162825143405,12.366951566951576,0.3378917378917378
-93.690602,353,709.738867,4514.020034485419,4152.506749729366,6606.246634694919,5366.098809649544,3779.016614049674,12.139436619718298,0.30619718309859156
-100.359532,347,733.5232,3425.613168965768,4804.411967554324,4741.22412242682,5414.24290255329,4938.5258179205375,10.440114613180528,0.3306590257879656
-93.428804,347,757.17458,3116.8828411402365,4834.73932139874,5689.887915639534,7676.839457823748,5783.104263122375,10.808882521489979,0.3584527220630373
-100.460112,349,780.344126,7472.573806799718,6145.404614352196,9964.518465516292,7983.256990200146,7975.847550274873,11.214814814814838,0.35498575498575496
-101.711063,353,804.077172,5054.608722406291,5537.890824740296,7055.706820389206,6064.413637390351,6036.604546783627,10.320563380281685,0.3202816901408451
-132.094942,363,826.9341,6043.1239848911,5762.309582888011,7692.70050455348,8275.97807866087,6552.164114964897,11.81972602739728,0.3465753424657535
-114.713836,348,850.679952,3522.88608494902,4326.234461865951,6174.482379227618,7292.043502828167,5058.0924223001675,10.065714285714307,0.3622857142857144
-118.035985,371,875.967999,4887.456985552975,3096.4291563133474,7418.732314843993,6411.82069196527,5199.990471637714,13.79168900804289,0.3184986595174264
-98.932321,364,901.588587,3872.4828922121014,3348.8102682166436,5578.681304812669,4605.766528702975,5000.695472028362,10.763114754098345,0.29972677595628433
-141.397606,377,927.37014,2651.366285612687,3222.7362881090166,4891.880484591985,4731.739624932005,4212.693099920806,9.936939313984176,0.31424802110817945
